CATALOGO SEMESTRE:2023-1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,,,,,,,,,
DETALLE DE ASIGNATURAS,,,,,,,,,
Nro,CURSO,NOMBRE DE CURSO,,CR,CAT,REQUISITO,N° SEM,OBS,CURRICULA
,,SALAS-PEÑA-CARLOS,LU,[16-18],T,,EC-205,2,
,,SALAS-PEÑA-CARLOS,MI,[16-18],P,,EC-205,2,
,,SALAS-PEÑA-CARLOS,VI,[15-16],T,,EC-205,1,
62,EC614AEO,ECONOMÍA AMBIENTAL,,4,OEFE,EC609,6,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,DEL POZO-LOAYZA-CESAR EDINHO,LU,[07-09],T,,EC-206,2,
,,DEL POZO-LOAYZA-CESAR EDINHO,MI,[07-09],P,,EC-206,2,
,,DEL POZO-LOAYZA-CESAR EDINHO,VI,[07-08],T,,EC-206,1,
63,EC614BEO,ECONOMÍA AMBIENTAL,,4,OEFE,EC609,6,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,DUEÑAS-CABRERA-JULIO OLGER,LU,[14-16],T,,EC-206,2,
,,DUEÑAS-CABRERA-JULIO OLGER,MI,[14-16],P,,EC-206,2,
,,DUEÑAS-CABRERA-JULIO OLGER,VI,[14-15],T,,EC-206,1,
64,EC619AEO,ECONOMÍA DEL EMPRENDIMIENTO Y LA INNOVACIÓN,,3,OEFE,EC610,6,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,MENDOZA-ABARCA-MIGUEL ANGEL,LU,[11-13],T,,EC-206,2,
,,MENDOZA-ABARCA-MIGUEL ANGEL,MI,[11-13],P,,EC-206,2,
65,EC619BEO,ECONOMÍA DEL EMPRENDIMIENTO Y LA INNOVACIÓN,,3,OEFE,EC610,6,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,MAXI-CALLE-JAIME,LU,[18-20],T,,EC-206,2,
,,MAXI-CALLE-JAIME,MI,[18-20],P,,EC-206,2,
66,EC618AEO,ECONOMÍA MONETARIA,,4,OEFE,EC612,6,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,OROZ-CALDERON-JOSE,MA,[09-11],T,,EC-206,2,
,,OROZ-CALDERON-JOSE,MI,[16-18],P,,EC-306,2,
,,OROZ-CALDERON-JOSE,VI,[10-11],T,,EC-206,1,
67,EC618BEO,ECONOMÍA MONETARIA,,4,OEFE,EC612,6,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,BARRIENTOS-GUZMAN-WILVERT,MA,[16-18],T,,EC-206,2,
,,BARRIENTOS-GUZMAN-WILVERT,JU,[16-18],P,,EC-206,2,
,,BARRIENTOS-GUZMAN-WILVERT,VI,[17-18],T,,EC-206,1,
68,EC615AEO,ECONOMÍA POLÍTICA,,3,OEFE,EC609,6,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,BALLON-PINARES-JUSTINO,MA,[11-13],T,,EC-206,2,
,,BALLON-PINARES-JUSTINO,VI,[11-13],P,,EC-206,2,
69,EC615BEO,ECONOMÍA POLÍTICA,,3,OEFE,EC609,6,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,ESTRADA-CUNO-WILBERT,MA,[18-20],T,,EC-206,2,
,,ESTRADA-CUNO-WILBERT,JU,[18-20],P,,EC-206,2,
70,EC616AEO,PROYECTOS DE INVERSIÓN PRIVADA,,4,OEFE,EC610,6,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,TARCO-SANCHEZ-ARMANDO,LU,[09-11],T,,EC-206,2,
,,TARCO-SANCHEZ-ARMANDO,MI,[09-11],P,,EC-206,2,
,,TARCO-SANCHEZ-ARMANDO,VI,[09-10],T,,EC-206,1,
71,EC616BEO,PROYECTOS DE INVERSIÓN PRIVADA,,4,OEFE,EC610,6,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,COLQUE-CORNEJO-VICTOR,MA,[14-16],T,,EC-206,2,
,,COLQUE-CORNEJO-VICTOR,JU,[14-16],P,,EC-206,2,
,,COLQUE-CORNEJO-VICTOR,VI,[15-16],T,,EC-206,1,
72,EC617AEO,TEORÍA DE LA REGULACIÓN,,4,OEFE,EC611,6,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,AGUILAR-VERA-NADIA PAOLA,MA,[07-09],T,,EC-206,2,
,,AGUILAR-VERA-NADIA PAOLA,JU,[07-09],P,,EC-206,2,
,,AGUILAR-VERA-NADIA PAOLA,VI,[08-09],T,,EC-206,1,
73,EC617BEO,TEORÍA DE LA REGULACIÓN,,4,OEFE,EC611,6,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,BECERRA-CORDOVA-VICTOR RAUL VICENTE,LU,[16-18],T,,EC-206,2,
,,BECERRA-CORDOVA-VICTOR RAUL VICENTE,MI,[16-18],P,,EC-206,2,
,,BECERRA-CORDOVA-VICTOR RAUL VICENTE,VI,[16-17],T,,EC-206,1,
74,EC624AEO,CRECIMIENTO ECONOMICO,,3,OEFE,EC618,7,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,PAREDES-GORDON-TITO LIVIO,MA,[11-13],T,,EC-302,2,
,,PAREDES-GORDON-TITO LIVIO,VI,[11-13],P,,EC-302,2,
75,EC624BEO,CRECIMIENTO ECONOMICO,,3,OEFE,EC618,7,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,BECERRA-CORDOVA-VICTOR RAUL VICENTE,LU,[18-20],T,,EC-302,2,
,,BECERRA-CORDOVA-VICTOR RAUL VICENTE,MI,[18-20],P,,EC-302,2,
76,EC620AEO,ECONOMIA REGIONAL,,4,OEFE,EC614,7,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,DUEÑAS-CABRERA-JULIO OLGER,LU,[09-11],T,,EC-302,2,
,,DUEÑAS-CABRERA-JULIO OLGER,MI,[09-11],P,,EC-302,2,
,,DUEÑAS-CABRERA-JULIO OLGER,VI,[09-10],T,,EC-302,1,
77,EC620BEO,ECONOMIA REGIONAL,,4,OEFE,EC614,7,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,SOMOCURCIO-ALARCON-LIGIA I.,LU,[16-18],T,,EC-302,2,
,,SOMOCURCIO-ALARCON-LIGIA I.,MI,[16-18],P,,EC-302,2,
,,SOMOCURCIO-ALARCON-LIGIA I.,VI,[17-18],T,,EC-302,1,
78,EC622AEO,EVALUACION SOCIAL DE PROYECTOS,,4,OEFE,EC616,7,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,TARCO-SANCHEZ-ARMANDO,MA,[09-11],T,,EC-302,2,
,,TARCO-SANCHEZ-ARMANDO,JU,[09-11],P,,EC-302,2,
,,TARCO-SANCHEZ-ARMANDO,VI,[10-11],T,,EC-302,1,
79,EC622BEO,EVALUACION SOCIAL DE PROYECTOS,,4,OEFE,EC616,7,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,SALAS-PEÑA-CARLOS,MA,[16-18],T,,EC-302,2,
,,SALAS-PEÑA-CARLOS,JU,[16-18],P,,EC-302,2,
,,SALAS-PEÑA-CARLOS,VI,[16-17],T,,EC-302,1,
80,EC625AEO,INVESTIGACION ECONOMICA II,,4,OEFE,130 Creds.,7,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,BATALLANOS-ENCISO-ERNETS,LU,[07-09],T,,EC-302,2,
,,BATALLANOS-ENCISO-ERNETS,MI,[07-09],P,,EC-302,2,
,,BATALLANOS-ENCISO-ERNETS,VI,[07-08],T,,EC-302,1,
81,EC625BEO,INVESTIGACION ECONOMICA II,,4,OEFE,130 Creds.,7,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,ARAOZ-CUBA-LUIS,LU,[14-16],T,,EC-302,2,
,,ARAOZ-CUBA-LUIS,MI,[14-16],P,,EC-302,2,
,,ARAOZ-CUBA-LUIS,VI,[14-15],T,,EC-302,1,
82,EC621AEO,POLITICA ECONOMICA,,3,OEFE,EC615,7,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,CASTILLO-MAMANI-WILBERTH,LU,[11-13],T,,EC-302,2,
,,CASTILLO-MAMANI-WILBERTH,MI,[11-13],P,,EC-302,2,
83,EC621BEO,POLITICA ECONOMICA,,3,OEFE,EC615,7,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,MARTINEZ-BACA-ARMANDO,MA,[18-20],T,,EC-302,2,
,,MARTINEZ-BACA-ARMANDO,JU,[18-20],P,,EC-302,2,
84,EC623AEO,TEORIAS DEL DESARROLLO,,4,OEFE,EC615,7,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,VILLAFUERTE-PEZO-ANA MARIA,MA,[07-09],T,,EC-302,2,
,,VILLAFUERTE-PEZO-ANA MARIA,JU,[07-09],P,,EC-302,2,
,,VILLAFUERTE-PEZO-ANA MARIA,VI,[08-09],T,,EC-302,1,
85,EC623BEO,TEORIAS DEL DESARROLLO,,4,OEFE,EC615,7,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,MARTINEZ-BACA-ARMANDO,MA,[14-16],T,,EC-302,2,
,,MARTINEZ-BACA-ARMANDO,JU,[14-16],P,,EC-302,2,
,,MARTINEZ-BACA-ARMANDO,VI,[15-16],T,,EC-302,1,
86,EC630AEO,ANÁLISIS DE RIESGOS EMPRESARIALES,,3,EEEP,135 Creds.,8,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,MARTINEZ-ROJAS-ERICK MIJAIL,MA,[15-17],T,,EC-304,2,
,,MARTINEZ-ROJAS-ERICK MIJAIL,VI,[15-17],P,,EC-304,2,
87,EC631AEO,ANÁLISIS ECONÓMICO Y FINANCIERO,,4,EEEP,135 Creds.,8,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,LOPEZ-ZEBALLOS-OSCAR RAUL,LU,[17-19],T,,EC-304,2,
,,LOPEZ-ZEBALLOS-OSCAR RAUL,MI,[17-19],P,,EC-304,2,
,,LOPEZ-ZEBALLOS-OSCAR RAUL,VI,[17-18],T,,EC-304,1,
88,EC638AEO,ECONOMÍA AGRARIA,,4,EEEP,135 Creds.,8,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,BEIZAGA-RAMIREZ-WALTER CLAUDIO,MA,[11-13],T,,EC-304,2,
,,BEIZAGA-RAMIREZ-WALTER CLAUDIO,JU,[11-13],P,,EC-304,2,
,,BEIZAGA-RAMIREZ-WALTER CLAUDIO,VI,[11-12],T,,EC-304,1,
89,EC655AEO,ECONOMIA DE LOS GOBIERNOS LOCALES Y REGIONALES,,4,EEEP,135 Creds.,8,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,AVILA-COILA-ESCOLASTICO,LU,[07-09],T,,EC-306,2,
,,AVILA-COILA-ESCOLASTICO,MI,[07-09],P,,EC-306,2,
,,AVILA-COILA-ESCOLASTICO,VI,[08-09],T,,EC-306,1,
90,EC650AEO,ECONOMÍA INSTITUCIONAL,,3,EEEP,135 Creds.,8,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,CHUQUITAPA-ROJAS-ERICK,MA,[11-13],T,,EC-203,2,
,,CHUQUITAPA-ROJAS-ERICK,VI,[11-13],P,,EC-203,2,
91,EC648AEO,ECONOMÍA PÚBLICA II,,4,EEEP,135 Creds.,8,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,MAMANI-HANCCO-TEODORA,LU,[07-09],T,,EC-203,2,
,,MAMANI-HANCCO-TEODORA,MI,[07-09],P,,EC-203,2,
,,MAMANI-HANCCO-TEODORA,VI,[08-09],T,,EC-203,1,
92,EC633AEO,EVALUACION AMBIENTAL DE PROYECTOS DE INVERSION,,4,EEEP,135 Creds.,8,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,COLQUE-CORNEJO-VICTOR,LU,[09-11],T,,EC-306,2,
,,COLQUE-CORNEJO-VICTOR,MI,[09-11],P,,EC-306,2,
,,COLQUE-CORNEJO-VICTOR,VI,[10-11],T,,EC-306,1,
93,EC628AEO,FINANZAS CORPORATIVAS,,4,EEEP,135 Creds.,8,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,OROZ-CALDERON-JOSE,LU,[11-13],T,,EC-304,2,
,,OROZ-CALDERON-JOSE,MI,[11-13],P,,EC-304,2,
,,OROZ-CALDERON-JOSE,VI,[12-13],T,,EC-304,1,
94,EC652AEO,GESTIÓN DE POLÍTICAS PÚBLICAS,,3,EEEP,135 Creds.,8,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,RUPA-ROZAS-JUVENAL,MA,[14-16],T,,EC-203,2,
,,RUPA-ROZAS-JUVENAL,JU,[14-16],P,,EC-203,2,
95,EC627AEO,GESTIÓN DE PROYECTOS,,4,EEEP,135 Creds.,8,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,BEIZAGA-RAMIREZ-WALTER CLAUDIO,LU,[09-11],T,,EC-304,2,
,,BEIZAGA-RAMIREZ-WALTER CLAUDIO,MI,[09-11],P,,EC-304,2,
,,BEIZAGA-RAMIREZ-WALTER CLAUDIO,VI,[10-11],T,,EC-304,1,
96,EC632AEO,MARKETING ESTRATEGICO EMPRESARIAL,,4,EEEP,135 Creds.,8,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,MAXI-CALLE-JAIME,MA,[07-09],T,,EC-306,2,
,,MAXI-CALLE-JAIME,JU,[07-09],P,,EC-306,2,
,,MAXI-CALLE-JAIME,VI,[07-08],T,,EC-306,1,
97,EC649AEO,PLANEAMIENTO ESTRATÉGICO EN EL SECTOR PÚBLICO,,4,EEEP,135 Creds.,8,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,BENAVENTE-GARCIA-JEAN PAUL,LU,[09-11],T,,EC-203,2,
,,BENAVENTE-GARCIA-JEAN PAUL,MI,[09-11],P,,EC-203,2,
,,,VI,[09-10],T,,EC-203,1,
98,EC629AEO,PLANIFICACIÓN ESTRATÉGICA EMPRESARIAL,,4,EEEP,135 Creds.,8,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,DIAZ-VELASCO-EDWAR,LU,[15-17],T,,EC-304,2,
,,DIAZ-VELASCO-EDWAR,MI,[15-17],P,,EC-304,2,
,,DIAZ-VELASCO-EDWAR,VI,[18-19],T,,EC-304,1,
99,EC651AEO,POLITICAS PÚBLICAS,,4,EEEP,135 Creds.,8,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,VARGAS-SALINAS-RAFAEL,LU,[11-13],T,,EC-203,2,
,,VARGAS-SALINAS-RAFAEL,MI,[11-13],P,,EC-203,2,
,,VARGAS-SALINAS-RAFAEL,VI,[10-11],T,,EC-203,1,
100,EC654AEO,POLITICAS SOCIALES,,4,EEEP,135 Creds.,8,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,VARGAS-SALINAS-RAFAEL,LU,[09-11],T,,EC-301,2,
,,VARGAS-SALINAS-RAFAEL,MI,[09-11],P,,EC-301,2,
,,VARGAS-SALINAS-RAFAEL,VI,[09-10],T,,EC-304,1,
101,EC653AEO,PROYECTOS DE INVERSIÓN PÚBLICA,,4,EEEP,135 Creds.,8,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,LOAYZA-MEZA-ROBERTH,LU,[16-18],T,,EC-203,2,
,,LOAYZA-MEZA-ROBERTH,MI,[16-18],P,,EC-203,2,
,,LOAYZA-MEZA-ROBERTH,VI,[16-17],T,,EC-203,1,
102,EC626AEO,SOFTWARES APLICADOS A LA EMPRESA Y FINANZAS,,3,EEEP,135 Creds.,8,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,MARTINEZ-ROJAS-ERICK MIJAIL,MA,[07-09],T,,EC-304,2,
,,MARTINEZ-ROJAS-ERICK MIJAIL,VI,[07-09],P,,EC-304,2,
103,EC656AEO,TALLER DE EVALUACION DE POLITICAS PUBLICAS Y SOCIALES,,3,EEEP,160 Creds.,9,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,,MA,[07-09],T,,LAB-1,2,
,,,JU,[07-09],P,,LAB-1,2,
104,EC635AEO,TALLER DE NEGOCIOS,,3,EEEP,160 Creds.,9,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,BEIZAGA-RAMIREZ-WALTER CLAUDIO,LU,[14-16],T,,EC-306,2,
,,BEIZAGA-RAMIREZ-WALTER CLAUDIO,MI,[14-16],P,,EC-306,2,
105,EC657AEO,TALLER DE PLANEAMIENTO ESTRATEGICO Y PROYECTOS DE INVERSION PUBLICA,,3,EEEP,160 Creds.,9,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,RUPA-ROZAS-JUVENAL,LU,[11-13],T,,LAB-1,2,
,,RUPA-ROZAS-JUVENAL,MI,[11-13],P,,LAB-1,2,
106,EC634AEO,TALLER DE PROYECTOS DE INVERSION PRIVADA,,3,EEEP,160 Creds.,9,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,ARAOZ-CUBA-LUIS,LU,[11-13],T,,EC-306,2,
,,ARAOZ-CUBA-LUIS,MI,[11-13],P,,EC-306,2,
107,EC659AEO,PRACTICAS PRE PROFESIONALES,,5,PPP,197 Creds.,10,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,BATALLANOS-ENCISO-ERNETS,LU,[09-11],T,,LAB-1,2,
,,BATALLANOS-ENCISO-ERNETS,MA,[09-11],T,,LAB-1,2,
,,BATALLANOS-ENCISO-ERNETS,MI,[09-11],P,,LAB-1,2,
108,EC636AEO,SEMINARIO DE INVESTIGACION EN ECONOMIA DE EMPRESA Y FINANZAS,,5,EEEP,190 Creds.,10,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,BATALLANOS-ENCISO-ERNETS,LU,[18-20],T,,EC-301,2,
,,BATALLANOS-ENCISO-ERNETS,MI,[18-20],P,,EC-301,2,
,,BATALLANOS-ENCISO-ERNETS,JU,[18-20],T,,EC-301,2,
109,EC658AEO,SEMINARIO DE INVESTIGACION EN ECONOMIA Y POLITICAS PUBLICAS,,5,EEEP,190 Creds.,10,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,CHUQUITAPA-ROJAS-ERICK,LU,[18-20],T,,EC-203,2,
,,CHUQUITAPA-ROJAS-ERICK,MI,[18-20],P,,EC-203,2,
,,CHUQUITAPA-ROJAS-ERICK,JU,[18-20],T,,EC-203,2,
